"q5","q25","q50","q75","q95","id","baseweek","start","end","q95old","window","basedate","startdate","enddate"
0,1,3,10,20,"24","2015W04","2014W19","2014W27",15,"8",2015-01-25,2014-05-04,2014-06-29
0,1,3,9,18,"24","2015W04","2014W01","2014W27",15,"26",2015-01-25,2013-12-29,2014-06-29
0,0,2,5,15,"24","2015W04","2013W27","2014W27",15,"52",2015-01-25,2013-06-30,2014-06-29
0,1,1,10,15,"24","2015W05","2014W18","2014W22",18,"4",2015-02-01,2014-04-27,2014-05-25
0,1,4,8,14,"24","2015W05","2014W14","2014W22",18,"8",2015-02-01,2014-03-30,2014-05-25
0,1,4,8,15,"24","2015W05","2013W48","2014W22",18,"26",2015-02-01,2013-11-24,2014-05-25
0,0,2,4,13,"24","2015W05","2013W22","2014W22",18,"52",2015-02-01,2013-05-26,2014-05-25
0,1,4,8,23,"24","2015W06","2014W25","2014W29",15,"4",2015-02-08,2014-06-15,2014-07-13
0,1,3,10,23,"24","2015W06","2014W21","2014W29",15,"8",2015-02-08,2014-05-18,2014-07-13
0,1,3,8,20,"24","2015W06","2014W03","2014W29",15,"26",2015-02-08,2014-01-12,2014-07-13
0,1,2,5,17,"24","2015W06","2013W29","2014W29",15,"52",2015-02-08,2013-07-14,2014-07-13
1,1,5,8,11,"24","2015W07","2014W16","2014W20",20,"4",2015-02-15,2014-04-13,2014-05-11
0,1,4,6,9,"24","2015W07","2014W12","2014W20",20,"8",2015-02-15,2014-03-16,2014-05-11
0,1,3,6,15,"24","2015W07","2013W46","2014W20",20,"26",2015-02-15,2013-11-10,2014-05-11
0,0,2,4,10,"24","2015W07","2013W20","2014W20",20,"52",2015-02-15,2013-05-12,2014-05-11
0,1,3,5,21,"24","2015W08","2014W27","2014W31",15,"4",2015-02-22,2014-06-29,2014-07-27
0,1,3,8,23,"24","2015W08","2014W23","2014W31",15,"8",2015-02-22,2014-06-01,2014-07-27
0,1,3,8,19,"24","2015W08","2014W05","2014W31",15,"26",2015-02-22,2014-01-26,2014-07-27
0,1,2,6,18,"24","2015W08","2013W31","2014W31",15,"52",2015-02-22,2013-07-28,2014-07-27
0,1,3,10,14,"24","2015W09","2014W20","2014W24",19,"4",2015-03-01,2014-05-11,2014-06-08
0,1,3,9,14,"24","2015W09","2014W16","2014W24",19,"8",2015-03-01,2014-04-13,2014-06-08
0,1,3,9,15,"24","2015W09","2013W50","2014W24",19,"26",2015-03-01,2013-12-08,2014-06-08
0,0,2,5,13,"24","2015W09","2013W24","2014W24",19,"52",2015-03-01,2013-06-09,2014-06-08
0,0,2,6,18,"24","2015W10","2014W29","2014W33",15,"4",2015-03-08,2014-07-13,2014-08-10
0,1,3,8,23,"24","2015W10","2014W25","2014W33",15,"8",2015-03-08,2014-06-15,2014-08-10
0,1,3,8,19,"24","2015W10","2014W07","2014W33",15,"26",2015-03-08,2014-02-09,2014-08-10
0,1,2,7,18,"24","2015W10","2013W33","2014W33",15,"52",2015-03-08,2013-08-11,2014-08-10
0,1,3,10,23,"24","2015W11","2014W22","2014W26",19,"4",2015-03-15,2014-05-25,2014-06-22
0,1,3,10,20,"24","2015W11","2014W18","2014W26",19,"8",2015-03-15,2014-04-27,2014-06-22
0,1,3,9,18,"24","2015W11","2013W52","2014W26",19,"26",2015-03-15,2013-12-22,2014-06-22
0,0,2,5,15,"24","2015W11","2013W26","2014W26",19,"52",2015-03-15,2013-06-23,2014-06-22
0,1,4,8,23,"24","2015W12","2014W25","2014W29",18,"4",2015-03-22,2014-06-15,2014-07-13
0,1,3,10,23,"24","2015W12","2014W21","2014W29",18,"8",2015-03-22,2014-05-18,2014-07-13
0,1,3,8,20,"24","2015W12","2014W03","2014W29",18,"26",2015-03-22,2014-01-12,2014-07-13
0,1,2,5,17,"24","2015W12","2013W29","2014W29",18,"52",2015-03-22,2013-07-14,2014-07-13
0,1,3,10,23,"24","2015W13","2014W22","2014W26",20,"4",2015-03-29,2014-05-25,2014-06-22
0,1,3,10,20,"24","2015W13","2014W18","2014W26",20,"8",2015-03-29,2014-04-27,2014-06-22
0,1,3,9,18,"24","2015W13","2013W52","2014W26",20,"26",2015-03-29,2013-12-22,2014-06-22
0,0,2,5,15,"24","2015W13","2013W26","2014W26",20,"52",2015-03-29,2013-06-23,2014-06-22
0,1,3,5,21,"24","2015W14","2014W27","2014W31",18,"4",2015-04-05,2014-06-29,2014-07-27
0,1,3,8,23,"24","2015W14","2014W23","2014W31",18,"8",2015-04-05,2014-06-01,2014-07-27
0,1,3,8,19,"24","2015W14","2014W05","2014W31",18,"26",2015-04-05,2014-01-26,2014-07-27
0,1,2,6,18,"24","2015W14","2013W31","2014W31",18,"52",2015-04-05,2013-07-28,2014-07-27
0,1,3,5,20,"24","2015W15","2014W26","2014W30",19,"4",2015-04-12,2014-06-22,2014-07-20
0,1,3,9,23,"24","2015W15","2014W22","2014W30",19,"8",2015-04-12,2014-05-25,2014-07-20
0,1,3,8,19,"24","2015W15","2014W04","2014W30",19,"26",2015-04-12,2014-01-19,2014-07-20
0,1,2,6,17,"24","2015W15","2013W30","2014W30",19,"52",2015-04-12,2013-07-21,2014-07-20
0,1,3,5,21,"24","2015W16","2014W27","2014W31",19,"4",2015-04-19,2014-06-29,2014-07-27
0,1,3,8,23,"24","2015W16","2014W23","2014W31",19,"8",2015-04-19,2014-06-01,2014-07-27
0,1,3,8,19,"24","2015W16","2014W05","2014W31",19,"26",2015-04-19,2014-01-26,2014-07-27
0,1,2,6,18,"24","2015W16","2013W31","2014W31",19,"52",2015-04-19,2013-07-28,2014-07-27
0,0,2,4,21,"24","2015W17","2014W28","2014W32",19,"4",2015-04-26,2014-07-06,2014-08-03
0,1,3,7,23,"24","2015W17","2014W24","2014W32",19,"8",2015-04-26,2014-06-08,2014-08-03
0,1,3,8,20,"24","2015W17","2014W06","2014W32",19,"26",2015-04-26,2014-02-02,2014-08-03
0,1,2,6,18,"24","2015W17","2013W32","2014W32",19,"52",2015-04-26,2013-08-04,2014-08-03
0,1,3,5,21,"24","2015W18","2014W27","2014W31",20,"4",2015-05-03,2014-06-29,2014-07-27
0,1,3,8,23,"24","2015W18","2014W23","2014W31",20,"8",2015-05-03,2014-06-01,2014-07-27
0,1,3,8,19,"24","2015W18","2014W05","2014W31",20,"26",2015-05-03,2014-01-26,2014-07-27
0,1,2,6,18,"24","2015W18","2013W31","2014W31",20,"52",2015-05-03,2013-07-28,2014-07-27
0,1,2,13,19,"24","2015W19","2014W30","2014W34",19,"4",2015-05-10,2014-07-20,2014-08-17
0,1,3,7,21,"24","2015W19","2014W26","2014W34",19,"8",2015-05-10,2014-06-22,2014-08-17
0,1,3,8,21,"24","2015W19","2014W08","2014W34",19,"26",2015-05-10,2014-02-16,2014-08-17
0,1,3,7,19,"24","2015W19","2013W34","2014W34",19,"52",2015-05-10,2013-08-18,2014-08-17
0,1,3,5,21,"24","2015W20","2014W27","2014W31",21,"4",2015-05-17,2014-06-29,2014-07-27
0,1,3,8,23,"24","2015W20","2014W23","2014W31",21,"8",2015-05-17,2014-06-01,2014-07-27
0,1,3,8,19,"24","2015W20","2014W05","2014W31",21,"26",2015-05-17,2014-01-26,2014-07-27
0,1,2,6,18,"24","2015W20","2013W31","2014W31",21,"52",2015-05-17,2013-07-28,2014-07-27
0,1,2,15,18,"24","2015W21","2014W32","2014W36",19,"4",2015-05-24,2014-08-03,2014-08-31
0,1,2,7,21,"24","2015W21","2014W28","2014W36",19,"8",2015-05-24,2014-07-06,2014-08-31
0,1,3,8,20,"24","2015W21","2014W10","2014W36",19,"26",2015-05-24,2014-03-02,2014-08-31
0,1,2,8,20,"24","2015W21","2013W36","2014W36",19,"52",2015-05-24,2013-09-01,2014-08-31
0,1,2,15,19,"24","2015W22","2014W31","2014W35",20,"4",2015-05-31,2014-07-27,2014-08-24
0,1,2,7,21,"24","2015W22","2014W27","2014W35",20,"8",2015-05-31,2014-06-29,2014-08-24
0,1,3,8,21,"24","2015W22","2014W09","2014W35",20,"26",2015-05-31,2014-02-23,2014-08-24
0,1,3,8,19,"24","2015W22","2013W35","2014W35",20,"52",2015-05-31,2013-08-25,2014-08-24
0,1,2,13,19,"24","2015W23","2014W30","2014W34",21,"4",2015-06-07,2014-07-20,2014-08-17
0,1,3,7,21,"24","2015W23","2014W26","2014W34",21,"8",2015-06-07,2014-06-22,2014-08-17
0,1,3,8,21,"24","2015W23","2014W08","2014W34",21,"26",2015-06-07,2014-02-16,2014-08-17
0,1,3,7,19,"24","2015W23","2013W34","2014W34",21,"52",2015-06-07,2013-08-18,2014-08-17
0,1,2,15,19,"24","2015W24","2014W31","2014W35",21,"4",2015-06-14,2014-07-27,2014-08-24
0,1,2,7,21,"24","2015W24","2014W27","2014W35",21,"8",2015-06-14,2014-06-29,2014-08-24
0,1,3,8,21,"24","2015W24","2014W09","2014W35",21,"26",2015-06-14,2014-02-23,2014-08-24
0,1,3,8,19,"24","2015W24","2013W35","2014W35",21,"52",2015-06-14,2013-08-25,2014-08-24
0,1,2,15,18,"24","2015W25","2014W32","2014W36",21,"4",2015-06-21,2014-08-03,2014-08-31
0,1,2,7,21,"24","2015W25","2014W28","2014W36",21,"8",2015-06-21,2014-07-06,2014-08-31
0,1,3,8,20,"24","2015W25","2014W10","2014W36",21,"26",2015-06-21,2014-03-02,2014-08-31
0,1,2,8,20,"24","2015W25","2013W36","2014W36",21,"52",2015-06-21,2013-09-01,2014-08-31
0,0,1,1,2,"24","2015W26","2014W35","2014W39",20,"4",2015-06-28,2014-08-24,2014-09-21
0,0,1,2,18,"24","2015W26","2014W31","2014W39",20,"8",2015-06-28,2014-07-27,2014-09-21
0,1,3,8,20,"24","2015W26","2014W13","2014W39",20,"26",2015-06-28,2014-03-23,2014-09-21
0,1,2,7,18,"24","2015W26","2013W39","2014W39",20,"52",2015-06-28,2013-09-22,2014-09-21
0,0,1,1,2,"24","2015W27","2014W36","2014W40",20,"4",2015-07-05,2014-08-31,2014-09-28
0,0,1,2,15,"24","2015W27","2014W32","2014W40",20,"8",2015-07-05,2014-08-03,2014-09-28
0,1,2,8,20,"24","2015W27","2014W14","2014W40",20,"26",2015-07-05,2014-03-30,2014-09-28
0,1,2,7,18,"24","2015W27","2013W40","2014W40",20,"52",2015-07-05,2013-09-29,2014-09-28
0,0,0,1,2,"24","2015W28","2014W37","2014W41",20,"4",2015-07-12,2014-09-07,2014-10-05
0,0,1,2,15,"24","2015W28","2014W33","2014W41",20,"8",2015-07-12,2014-08-10,2014-10-05
0,1,2,7,20,"24","2015W28","2014W15","2014W41",20,"26",2015-07-12,2014-04-06,2014-10-05
0,0,2,6,18,"24","2015W28","2013W41","2014W41",20,"52",2015-07-12,2013-10-06,2014-10-05
0,0,0,1,2,"24","2015W29","2014W38","2014W42",20,"4",2015-07-19,2014-09-14,2014-10-12
0,0,1,1,13,"24","2015W29","2014W34","2014W42",20,"8",2015-07-19,2014-08-17,2014-10-12
0,1,2,7,20,"24","2015W29","2014W16","2014W42",20,"26",2015-07-19,2014-04-13,2014-10-12
0,0,2,6,18,"24","2015W29","2013W42","2014W42",20,"52",2015-07-19,2013-10-13,2014-10-12
0,0,0,1,2,"24","2015W30","2014W39","2014W43",20,"4",2015-07-26,2014-09-21,2014-10-19
0,0,0,1,2,"24","2015W30","2014W35","2014W43",20,"8",2015-07-26,2014-08-24,2014-10-19
0,0,1,7,20,"24","2015W30","2014W17","2014W43",20,"26",2015-07-26,2014-04-20,2014-10-19
0,0,2,6,18,"24","2015W30","2013W43","2014W43",20,"52",2015-07-26,2013-10-20,2014-10-19
0,0,0,1,2,"24","2015W31","2014W40","2014W44",20,"4",2015-08-02,2014-09-28,2014-10-26
0,0,0,1,2,"24","2015W31","2014W36","2014W44",20,"8",2015-08-02,2014-08-31,2014-10-26
0,0,1,6,20,"24","2015W31","2014W18","2014W44",20,"26",2015-08-02,2014-04-27,2014-10-26
0,0,2,6,18,"24","2015W31","2013W44","2014W44",20,"52",2015-08-02,2013-10-27,2014-10-26
0,0,0,1,2,"24","2015W32","2014W41","2014W45",20,"4",2015-08-09,2014-10-05,2014-11-02
0,0,0,1,1,"24","2015W32","2014W37","2014W45",20,"8",2015-08-09,2014-09-07,2014-11-02
0,0,1,6,20,"24","2015W32","2014W19","2014W45",20,"26",2015-08-09,2014-05-04,2014-11-02
0,1,2,7,18,"24","2015W32","2013W45","2014W45",20,"52",2015-08-09,2013-11-03,2014-11-02
0,0,1,1,1,"24","2015W33","2014W42","2014W46",20,"4",2015-08-16,2014-10-12,2014-11-09
0,0,0,1,1,"24","2015W33","2014W38","2014W46",20,"8",2015-08-16,2014-09-14,2014-11-09
0,0,1,4,20,"24","2015W33","2014W20","2014W46",20,"26",2015-08-16,2014-05-11,2014-11-09
0,0,2,6,18,"24","2015W33","2013W46","2014W46",20,"52",2015-08-16,2013-11-10,2014-11-09
0,0,1,1,1,"24","2015W34","2014W43","2014W47",20,"4",2015-08-23,2014-10-19,2014-11-16
0,0,0,1,1,"24","2015W34","2014W39","2014W47",20,"8",2015-08-23,2014-09-21,2014-11-16
0,0,1,4,20,"24","2015W34","2014W21","2014W47",20,"26",2015-08-23,2014-05-18,2014-11-16
0,1,2,6,18,"24","2015W34","2013W47","2014W47",20,"52",2015-08-23,2013-11-17,2014-11-16
0,0,1,1,3,"24","2015W35","2014W44","2014W48",20,"4",2015-08-30,2014-10-26,2014-11-23
0,0,0,1,3,"24","2015W35","2014W40","2014W48",20,"8",2015-08-30,2014-09-28,2014-11-23
0,0,1,4,20,"24","2015W35","2014W22","2014W48",20,"26",2015-08-30,2014-05-25,2014-11-23
0,0,1,6,18,"24","2015W35","2013W48","2014W48",20,"52",2015-08-30,2013-11-24,2014-11-23
0,0,0,1,6,"24","2015W36","2014W45","2014W49",20,"4",2015-09-06,2014-11-02,2014-11-30
0,0,0,1,5,"24","2015W36","2014W41","2014W49",20,"8",2015-09-06,2014-10-05,2014-11-30
0,0,1,4,20,"24","2015W36","2014W23","2014W49",20,"26",2015-09-06,2014-06-01,2014-11-30
0,0,1,6,18,"24","2015W36","2013W49","2014W49",20,"52",2015-09-06,2013-12-01,2014-11-30
0,0,0,1,6,"24","2015W37","2014W46","2014W50",20,"4",2015-09-13,2014-11-09,2014-12-07
0,0,0,1,5,"24","2015W37","2014W42","2014W50",20,"8",2015-09-13,2014-10-12,2014-12-07
0,0,1,4,21,"24","2015W37","2014W24","2014W50",20,"26",2015-09-13,2014-06-08,2014-12-07
0,0,1,6,18,"24","2015W37","2013W50","2014W50",20,"52",2015-09-13,2013-12-08,2014-12-07
0,0,0,1,6,"24","2015W38","2014W45","2014W49",21,"4",2015-09-20,2014-11-02,2014-11-30
0,0,0,1,5,"24","2015W38","2014W41","2014W49",21,"8",2015-09-20,2014-10-05,2014-11-30
0,0,1,4,20,"24","2015W38","2014W23","2014W49",21,"26",2015-09-20,2014-06-01,2014-11-30
0,0,1,6,18,"24","2015W38","2013W49","2014W49",21,"52",2015-09-20,2013-12-01,2014-11-30
0,0,0,2,6,"24","2015W39","2014W48","2014W52",20,"4",2015-09-27,2014-11-23,2014-12-21
0,0,1,1,6,"24","2015W39","2014W44","2014W52",20,"8",2015-09-27,2014-10-26,2014-12-21
0,0,1,3,16,"24","2015W39","2014W26","2014W52",20,"26",2015-09-27,2014-06-22,2014-12-21
0,0,1,6,18,"24","2015W39","2013W52","2014W52",20,"52",2015-09-27,2013-12-22,2014-12-21
0,0,0,1,16,"24","2015W40","2015W04","2015W08",16,"4",2015-10-04,2015-01-25,2015-02-22
0,0,1,2,16,"24","2015W40","2014W53","2015W08",16,"8",2015-10-04,2014-12-28,2015-02-22
0,0,1,1,5,"24","2015W40","2014W35","2015W08",16,"26",2015-10-04,2014-08-24,2015-02-22
0,0,1,4,16,"24","2015W40","2014W09","2015W08",16,"52",2015-10-04,2014-02-23,2015-02-22
0,1,1,7,15,"24","2015W41","2015W27","2015W31",5,"4",2015-10-11,2015-07-05,2015-08-02
0,1,1,6,17,"24","2015W41","2015W23","2015W31",5,"8",2015-10-11,2015-06-07,2015-08-02
0,0,1,4,17,"24","2015W41","2015W05","2015W31",5,"26",2015-10-11,2015-02-01,2015-08-02
0,0,1,2,17,"24","2015W41","2014W32","2015W31",5,"52",2015-10-11,2014-08-03,2015-08-02
0,0,0,1,16,"24","2015W42","2015W04","2015W08",17,"4",2015-10-18,2015-01-25,2015-02-22
0,0,1,2,16,"24","2015W42","2014W53","2015W08",17,"8",2015-10-18,2014-12-28,2015-02-22
0,0,1,1,5,"24","2015W42","2014W35","2015W08",17,"26",2015-10-18,2014-08-24,2015-02-22
0,0,1,4,16,"24","2015W42","2014W09","2015W08",17,"52",2015-10-18,2014-02-23,2015-02-22
1,1,1,3,13,"24","2015W43","2015W29","2015W33",5,"4",2015-10-25,2015-07-19,2015-08-16
0,1,1,9,17,"24","2015W43","2015W25","2015W33",5,"8",2015-10-25,2015-06-21,2015-08-16
0,0,1,4,17,"24","2015W43","2015W07","2015W33",5,"26",2015-10-25,2015-02-15,2015-08-16
0,0,1,2,17,"24","2015W43","2014W34","2015W33",5,"52",2015-10-25,2014-08-17,2015-08-16
0,0,0,5,16,"24","2015W44","2015W06","2015W10",17,"4",2015-11-01,2015-02-08,2015-03-08
0,0,0,1,16,"24","2015W44","2015W02","2015W10",17,"8",2015-11-01,2015-01-11,2015-03-08
0,0,0,1,6,"24","2015W44","2014W37","2015W10",17,"26",2015-11-01,2014-09-07,2015-03-08
0,0,1,4,16,"24","2015W44","2014W11","2015W10",17,"52",2015-11-01,2014-03-09,2015-03-08
1,1,1,3,13,"24","2015W45","2015W29","2015W33",6,"4",2015-11-08,2015-07-19,2015-08-16
0,1,1,9,17,"24","2015W45","2015W25","2015W33",6,"8",2015-11-08,2015-06-21,2015-08-16
0,0,1,4,17,"24","2015W45","2015W07","2015W33",6,"26",2015-11-08,2015-02-15,2015-08-16
0,0,1,2,17,"24","2015W45","2014W34","2015W33",6,"52",2015-11-08,2014-08-17,2015-08-16
0,0,1,2,16,"24","2015W46","2015W08","2015W12",17,"4",2015-11-15,2015-02-22,2015-03-22
0,0,0,2,16,"24","2015W46","2015W04","2015W12",17,"8",2015-11-15,2015-01-25,2015-03-22
0,0,0,1,6,"24","2015W46","2014W39","2015W12",17,"26",2015-11-15,2014-09-21,2015-03-22
0,0,1,4,16,"24","2015W46","2014W13","2015W12",17,"52",2015-11-15,2014-03-23,2015-03-22
0,1,1,1,8,"24","2015W47","2015W31","2015W35",6,"4",2015-11-22,2015-08-02,2015-08-30
0,0,1,6,14,"24","2015W47","2015W27","2015W35",6,"8",2015-11-22,2015-07-05,2015-08-30
0,0,1,4,17,"24","2015W47","2015W09","2015W35",6,"26",2015-11-22,2015-03-01,2015-08-30
0,0,1,2,16,"24","2015W47","2014W36","2015W35",6,"52",2015-11-22,2014-08-31,2015-08-30
0,0,1,1,2,"24","2015W48","2015W10","2015W14",17,"4",2015-11-29,2015-03-08,2015-04-05
0,0,1,1,11,"24","2015W48","2015W06","2015W14",17,"8",2015-11-29,2015-02-08,2015-04-05
0,0,1,1,5,"24","2015W48","2014W41","2015W14",17,"26",2015-11-29,2014-10-05,2015-04-05
0,0,1,4,16,"24","2015W48","2014W15","2015W14",17,"52",2015-11-29,2014-04-06,2015-04-05
0,0,1,3,5,"24","2015W49","2015W35","2015W39",5,"4",2015-12-06,2015-08-30,2015-09-27
0,0,1,2,7,"24","2015W49","2015W31","2015W39",5,"8",2015-12-06,2015-08-02,2015-09-27
0,0,1,4,17,"24","2015W49","2015W13","2015W39",5,"26",2015-12-06,2015-03-29,2015-09-27
0,0,1,3,16,"24","2015W49","2014W40","2015W39",5,"52",2015-12-06,2014-09-28,2015-09-27
0,0,1,2,16,"24","2015W50","2015W12","2015W16",17,"4",2015-12-13,2015-03-22,2015-04-19
0,0,1,2,18,"24","2015W50","2015W08","2015W16",17,"8",2015-12-13,2015-02-22,2015-04-19
0,0,1,2,10,"24","2015W50","2014W43","2015W16",17,"26",2015-12-13,2014-10-19,2015-04-19
0,0,1,4,17,"24","2015W50","2014W17","2015W16",17,"52",2015-12-13,2014-04-20,2015-04-19
0,1,1,7,15,"24","2015W51","2015W27","2015W31",10,"4",2015-12-20,2015-07-05,2015-08-02
0,1,1,6,17,"24","2015W51","2015W23","2015W31",10,"8",2015-12-20,2015-06-07,2015-08-02
0,0,1,4,17,"24","2015W51","2015W05","2015W31",10,"26",2015-12-20,2015-02-01,2015-08-02
0,0,1,2,17,"24","2015W51","2014W32","2015W31",10,"52",2015-12-20,2014-08-03,2015-08-02
0,0,1,4,25,"24","2015W52","2015W14","2015W18",17,"4",2015-12-27,2015-04-05,2015-05-03
0,0,1,2,23,"24","2015W52","2015W10","2015W18",17,"8",2015-12-27,2015-03-08,2015-05-03
0,0,1,2,16,"24","2015W52","2014W45","2015W18",17,"26",2015-12-27,2014-11-02,2015-05-03
0,0,1,4,19,"24","2015W52","2014W19","2015W18",17,"52",2015-12-27,2014-05-04,2015-05-03
0,1,2,4,22,"24","2016W01","2015W17","2015W21",16,"4",2016-01-03,2015-04-26,2015-05-24
0,1,1,4,23,"24","2016W01","2015W13","2015W21",16,"8",2016-01-03,2015-03-29,2015-05-24
0,0,1,3,16,"24","2016W01","2014W48","2015W21",16,"26",2016-01-03,2014-11-23,2015-05-24
0,0,1,4,20,"24","2016W01","2014W22","2015W21",16,"52",2016-01-03,2014-05-25,2015-05-24
0,1,2,4,23,"24","2016W02","2015W18","2015W22",16,"4",2016-01-10,2015-05-03,2015-05-31
0,0,2,4,24,"24","2016W02","2015W14","2015W22",16,"8",2016-01-10,2015-04-05,2015-05-31
0,0,1,3,17,"24","2016W02","2014W49","2015W22",16,"26",2016-01-10,2014-11-30,2015-05-31
0,0,1,4,20,"24","2016W02","2014W23","2015W22",16,"52",2016-01-10,2014-06-01,2015-05-31
0,1,2,4,22,"24","2016W03","2015W17","2015W21",17,"4",2016-01-17,2015-04-26,2015-05-24
0,1,1,4,23,"24","2016W03","2015W13","2015W21",17,"8",2016-01-17,2015-03-29,2015-05-24
0,0,1,3,16,"24","2016W03","2014W48","2015W21",17,"26",2016-01-17,2014-11-23,2015-05-24
0,0,1,4,20,"24","2016W03","2014W22","2015W21",17,"52",2016-01-17,2014-05-25,2015-05-24
0,0,1,4,6,"24","2016W04","2015W20","2015W24",16,"4",2016-01-24,2015-05-17,2015-06-14
0,0,1,4,23,"24","2016W04","2015W16","2015W24",16,"8",2016-01-24,2015-04-19,2015-06-14
0,0,1,2,16,"24","2016W04","2014W51","2015W24",16,"26",2016-01-24,2014-12-14,2015-06-14
0,0,1,3,20,"24","2016W04","2014W25","2015W24",16,"52",2016-01-24,2014-06-15,2015-06-14
0,0,0,1,8,"24","2016W05","2015W21","2015W25",16,"4",2016-01-31,2015-05-24,2015-06-21
0,0,1,4,19,"24","2016W05","2015W17","2015W25",16,"8",2016-01-31,2015-04-26,2015-06-21
0,0,1,2,17,"24","2016W05","2014W52","2015W25",16,"26",2016-01-31,2014-12-21,2015-06-21
0,0,1,3,17,"24","2016W05","2014W26","2015W25",16,"52",2016-01-31,2014-06-22,2015-06-21
0,0,1,4,6,"24","2016W06","2015W20","2015W24",17,"4",2016-02-07,2015-05-17,2015-06-14
0,0,1,4,23,"24","2016W06","2015W16","2015W24",17,"8",2016-02-07,2015-04-19,2015-06-14
0,0,1,2,16,"24","2016W06","2014W51","2015W24",17,"26",2016-02-07,2014-12-14,2015-06-14
0,0,1,3,20,"24","2016W06","2014W25","2015W24",17,"52",2016-02-07,2014-06-15,2015-06-14
0,1,1,4,17,"24","2016W07","2015W23","2015W27",16,"4",2016-02-14,2015-06-07,2015-07-05
0,1,1,4,17,"24","2016W07","2015W19","2015W27",16,"8",2016-02-14,2015-05-10,2015-07-05
0,0,1,3,17,"24","2016W07","2015W01","2015W27",16,"26",2016-02-14,2015-01-04,2015-07-05
0,0,1,3,17,"24","2016W07","2014W28","2015W27",16,"52",2016-02-14,2014-07-06,2015-07-05
0,0,1,3,17,"24","2016W08","2015W22","2015W26",17,"4",2016-02-21,2015-05-31,2015-06-28
0,1,2,4,20,"24","2016W08","2015W18","2015W26",17,"8",2016-02-21,2015-05-03,2015-06-28
0,0,1,3,17,"24","2016W08","2014W53","2015W26",17,"26",2016-02-21,2014-12-28,2015-06-28
0,0,1,3,17,"24","2016W08","2014W27","2015W26",17,"52",2016-02-21,2014-06-29,2015-06-28
0,1,1,4,17,"24","2016W09","2015W23","2015W27",17,"4",2016-02-28,2015-06-07,2015-07-05
0,1,1,4,17,"24","2016W09","2015W19","2015W27",17,"8",2016-02-28,2015-05-10,2015-07-05
0,0,1,3,17,"24","2016W09","2015W01","2015W27",17,"26",2016-02-28,2015-01-04,2015-07-05
0,0,1,3,17,"24","2016W09","2014W28","2015W27",17,"52",2016-02-28,2014-07-06,2015-07-05
0,0,1,8,17,"24","2016W10","2015W24","2015W28",17,"4",2016-03-06,2015-06-14,2015-07-12
0,0,1,4,17,"24","2016W10","2015W20","2015W28",17,"8",2016-03-06,2015-05-17,2015-07-12
0,0,1,4,17,"24","2016W10","2015W02","2015W28",17,"26",2016-03-06,2015-01-11,2015-07-12
0,0,1,3,17,"24","2016W10","2014W29","2015W28",17,"52",2016-03-06,2014-07-13,2015-07-12
0,1,3,14,17,"24","2016W11","2015W25","2015W29",17,"4",2016-03-13,2015-06-21,2015-07-19
0,0,1,4,17,"24","2016W11","2015W21","2015W29",17,"8",2016-03-13,2015-05-24,2015-07-19
0,0,1,4,17,"24","2016W11","2015W03","2015W29",17,"26",2016-03-13,2015-01-18,2015-07-19
0,0,1,3,17,"24","2016W11","2014W30","2015W29",17,"52",2016-03-13,2014-07-20,2015-07-19
0,1,3,14,17,"24","2016W12","2015W26","2015W30",17,"4",2016-03-20,2015-06-28,2015-07-26
0,0,1,6,17,"24","2016W12","2015W22","2015W30",17,"8",2016-03-20,2015-05-31,2015-07-26
0,0,1,4,17,"24","2016W12","2015W04","2015W30",17,"26",2016-03-20,2015-01-25,2015-07-26
0,0,1,3,17,"24","2016W12","2014W31","2015W30",17,"52",2016-03-20,2014-07-27,2015-07-26
0,1,1,7,15,"24","2016W13","2015W27","2015W31",17,"4",2016-03-27,2015-07-05,2015-08-02
0,1,1,6,17,"24","2016W13","2015W23","2015W31",17,"8",2016-03-27,2015-06-07,2015-08-02
0,0,1,4,17,"24","2016W13","2015W05","2015W31",17,"26",2016-03-27,2015-02-01,2015-08-02
0,0,1,2,17,"24","2016W13","2014W32","2015W31",17,"52",2016-03-27,2014-08-03,2015-08-02
0,1,1,7,15,"24","2016W14","2015W28","2015W32",17,"4",2016-04-03,2015-07-12,2015-08-09
0,0,1,4,17,"24","2016W14","2015W24","2015W32",17,"8",2016-04-03,2015-06-14,2015-08-09
0,0,1,4,17,"24","2016W14","2015W06","2015W32",17,"26",2016-04-03,2015-02-08,2015-08-09
0,0,1,2,17,"24","2016W14","2014W33","2015W32",17,"52",2016-04-03,2014-08-10,2015-08-09
1,1,1,3,13,"24","2016W15","2015W29","2015W33",17,"4",2016-04-10,2015-07-19,2015-08-16
0,1,1,9,17,"24","2016W15","2015W25","2015W33",17,"8",2016-04-10,2015-06-21,2015-08-16
0,0,1,4,17,"24","2016W15","2015W07","2015W33",17,"26",2016-04-10,2015-02-15,2015-08-16
0,0,1,2,17,"24","2016W15","2014W34","2015W33",17,"52",2016-04-10,2014-08-17,2015-08-16
1,1,1,1,6,"24","2016W16","2015W30","2015W34",17,"4",2016-04-17,2015-07-26,2015-08-23
0,1,1,9,17,"24","2016W16","2015W26","2015W34",17,"8",2016-04-17,2015-06-28,2015-08-23
0,0,1,4,17,"24","2016W16","2015W08","2015W34",17,"26",2016-04-17,2015-02-22,2015-08-23
