"q5","q25","q50","q75","q95","id","baseweek","start","end","q95old","window","basedate","startdate","enddate"
NA,NA,NA,NA,NA,"11","2011W19","2011W13","2011W17",1,"4",2011-05-08,2011-03-27,2011-04-24
NA,NA,NA,NA,NA,"11","2011W19","2011W09","2011W17",1,"8",2011-05-08,2011-02-27,2011-04-24
0,0,0,0,0,"11","2011W19","2010W43","2011W17",1,"26",2011-05-08,2010-10-24,2011-04-24
1,1,2,5,7,"11","2011W19","2010W17","2011W17",1,"52",2011-05-08,2010-04-25,2011-04-24
1,1,1,1,1,"11","2011W20","2011W16","2011W20",0,"4",2011-05-15,2011-04-17,2011-05-15
1,1,1,1,1,"11","2011W20","2011W12","2011W20",0,"8",2011-05-15,2011-03-20,2011-05-15
1,1,1,1,1,"11","2011W20","2010W46","2011W20",0,"26",2011-05-15,2010-11-14,2011-05-15
1,1,1,3,5,"11","2011W20","2010W20","2011W20",0,"52",2011-05-15,2010-05-16,2011-05-15
1,1,1,1,1,"11","2011W21","2011W15","2011W19",1,"4",2011-05-22,2011-04-10,2011-05-08
1,1,1,1,1,"11","2011W21","2011W11","2011W19",1,"8",2011-05-22,2011-03-13,2011-05-08
1,1,1,1,1,"11","2011W21","2010W45","2011W19",1,"26",2011-05-22,2010-11-07,2011-05-08
1,1,2,4,7,"11","2011W21","2010W19","2011W19",1,"52",2011-05-22,2010-05-09,2011-05-08
1,1,1,1,1,"11","2011W22","2011W16","2011W20",1,"4",2011-05-29,2011-04-17,2011-05-15
1,1,1,1,1,"11","2011W22","2011W12","2011W20",1,"8",2011-05-29,2011-03-20,2011-05-15
1,1,1,1,1,"11","2011W22","2010W46","2011W20",1,"26",2011-05-29,2010-11-14,2011-05-15
1,1,1,3,5,"11","2011W22","2010W20","2011W20",1,"52",2011-05-29,2010-05-16,2011-05-15
1,1,1,1,1,"11","2011W23","2011W17","2011W21",1,"4",2011-06-05,2011-04-24,2011-05-22
1,1,1,1,1,"11","2011W23","2011W13","2011W21",1,"8",2011-06-05,2011-03-27,2011-05-22
1,1,1,1,1,"11","2011W23","2010W47","2011W21",1,"26",2011-06-05,2010-11-21,2011-05-22
1,1,1,2,5,"11","2011W23","2010W21","2011W21",1,"52",2011-06-05,2010-05-23,2011-05-22
1,1,1,1,1,"11","2011W24","2011W18","2011W22",1,"4",2011-06-12,2011-05-01,2011-05-29
1,1,1,1,1,"11","2011W24","2011W14","2011W22",1,"8",2011-06-12,2011-04-03,2011-05-29
1,1,1,1,1,"11","2011W24","2010W48","2011W22",1,"26",2011-06-12,2010-11-28,2011-05-29
1,1,1,2,2,"11","2011W24","2010W22","2011W22",1,"52",2011-06-12,2010-05-30,2011-05-29
NA,NA,NA,NA,NA,"11","2011W25","2011W19","2011W23",1,"4",2011-06-19,2011-05-08,2011-06-05
1,1,1,1,1,"11","2011W25","2011W15","2011W23",1,"8",2011-06-19,2011-04-10,2011-06-05
1,1,1,1,1,"11","2011W25","2010W49","2011W23",1,"26",2011-06-19,2010-12-05,2011-06-05
1,1,1,2,2,"11","2011W25","2010W23","2011W23",1,"52",2011-06-19,2010-06-06,2011-06-05
NA,NA,NA,NA,NA,"11","2011W26","2011W20","2011W24",1,"4",2011-06-26,2011-05-15,2011-06-12
1,1,1,1,1,"11","2011W26","2011W16","2011W24",1,"8",2011-06-26,2011-04-17,2011-06-12
1,1,1,1,1,"11","2011W26","2010W50","2011W24",1,"26",2011-06-26,2010-12-12,2011-06-12
1,1,1,2,2,"11","2011W26","2010W24","2011W24",1,"52",2011-06-26,2010-06-13,2011-06-12
NA,NA,NA,NA,NA,"11","2011W27","2011W21","2011W25",1,"4",2011-07-03,2011-05-22,2011-06-19
1,1,1,1,1,"11","2011W27","2011W17","2011W25",1,"8",2011-07-03,2011-04-24,2011-06-19
1,1,1,1,1,"11","2011W27","2010W51","2011W25",1,"26",2011-07-03,2010-12-19,2011-06-19
1,1,1,2,2,"11","2011W27","2010W25","2011W25",1,"52",2011-07-03,2010-06-20,2011-06-19
NA,NA,NA,NA,NA,"11","2011W28","2011W22","2011W26",1,"4",2011-07-10,2011-05-29,2011-06-26
1,1,1,1,1,"11","2011W28","2011W18","2011W26",1,"8",2011-07-10,2011-05-01,2011-06-26
1,1,1,1,1,"11","2011W28","2010W52","2011W26",1,"26",2011-07-10,2010-12-26,2011-06-26
1,1,1,2,2,"11","2011W28","2010W26","2011W26",1,"52",2011-07-10,2010-06-27,2011-06-26
NA,NA,NA,NA,NA,"11","2011W29","2011W23","2011W27",1,"4",2011-07-17,2011-06-05,2011-07-03
NA,NA,NA,NA,NA,"11","2011W29","2011W19","2011W27",1,"8",2011-07-17,2011-05-08,2011-07-03
1,1,1,1,1,"11","2011W29","2011W01","2011W27",1,"26",2011-07-17,2011-01-02,2011-07-03
1,1,1,2,2,"11","2011W29","2010W27","2011W27",1,"52",2011-07-17,2010-07-04,2011-07-03
NA,NA,NA,NA,NA,"11","2011W30","2011W24","2011W28",1,"4",2011-07-24,2011-06-12,2011-07-10
NA,NA,NA,NA,NA,"11","2011W30","2011W20","2011W28",1,"8",2011-07-24,2011-05-15,2011-07-10
1,1,1,1,1,"11","2011W30","2011W02","2011W28",1,"26",2011-07-24,2011-01-09,2011-07-10
1,1,1,2,2,"11","2011W30","2010W28","2011W28",1,"52",2011-07-24,2010-07-11,2011-07-10
NA,NA,NA,NA,NA,"11","2011W31","2011W25","2011W29",1,"4",2011-07-31,2011-06-19,2011-07-17
NA,NA,NA,NA,NA,"11","2011W31","2011W21","2011W29",1,"8",2011-07-31,2011-05-22,2011-07-17
1,1,1,1,1,"11","2011W31","2011W03","2011W29",1,"26",2011-07-31,2011-01-16,2011-07-17
1,1,1,2,2,"11","2011W31","2010W29","2011W29",1,"52",2011-07-31,2010-07-18,2011-07-17
NA,NA,NA,NA,NA,"11","2011W32","2011W26","2011W30",1,"4",2011-08-07,2011-06-26,2011-07-24
NA,NA,NA,NA,NA,"11","2011W32","2011W22","2011W30",1,"8",2011-08-07,2011-05-29,2011-07-24
1,1,1,1,1,"11","2011W32","2011W04","2011W30",1,"26",2011-08-07,2011-01-23,2011-07-24
1,1,1,2,2,"11","2011W32","2010W30","2011W30",1,"52",2011-08-07,2010-07-25,2011-07-24
NA,NA,NA,NA,NA,"11","2011W33","2011W27","2011W31",1,"4",2011-08-14,2011-07-03,2011-07-31
NA,NA,NA,NA,NA,"11","2011W33","2011W23","2011W31",1,"8",2011-08-14,2011-06-05,2011-07-31
1,1,1,1,1,"11","2011W33","2011W05","2011W31",1,"26",2011-08-14,2011-01-30,2011-07-31
1,1,1,2,2,"11","2011W33","2010W31","2011W31",1,"52",2011-08-14,2010-08-01,2011-07-31
NA,NA,NA,NA,NA,"11","2011W34","2011W28","2011W32",1,"4",2011-08-21,2011-07-10,2011-08-07
NA,NA,NA,NA,NA,"11","2011W34","2011W24","2011W32",1,"8",2011-08-21,2011-06-12,2011-08-07
1,1,1,1,1,"11","2011W34","2011W06","2011W32",1,"26",2011-08-21,2011-02-06,2011-08-07
1,1,1,2,2,"11","2011W34","2010W32","2011W32",1,"52",2011-08-21,2010-08-08,2011-08-07
NA,NA,NA,NA,NA,"11","2011W35","2011W29","2011W33",1,"4",2011-08-28,2011-07-17,2011-08-14
NA,NA,NA,NA,NA,"11","2011W35","2011W25","2011W33",1,"8",2011-08-28,2011-06-19,2011-08-14
1,1,1,1,1,"11","2011W35","2011W07","2011W33",1,"26",2011-08-28,2011-02-13,2011-08-14
1,1,1,1,1,"11","2011W35","2010W33","2011W33",1,"52",2011-08-28,2010-08-15,2011-08-14
13,13,13,13,13,"11","2011W36","2011W30","2011W34",1,"4",2011-09-04,2011-07-24,2011-08-21
13,13,13,13,13,"11","2011W36","2011W26","2011W34",1,"8",2011-09-04,2011-06-26,2011-08-21
1,1,1,7,12,"11","2011W36","2011W08","2011W34",1,"26",2011-09-04,2011-02-20,2011-08-21
1,1,1,7,12,"11","2011W36","2010W34","2011W34",1,"52",2011-09-04,2010-08-22,2011-08-21
NA,NA,NA,NA,NA,"11","2011W37","2011W09","2011W13",12,"4",2011-09-11,2011-02-27,2011-03-27
0,0,0,0,0,"11","2011W37","2011W05","2011W13",12,"8",2011-09-11,2011-01-30,2011-03-27
0,0,0,0,0,"11","2011W37","2010W39","2011W13",12,"26",2011-09-11,2010-09-26,2011-03-27
1,2,4,6,7,"11","2011W37","2010W13","2011W13",12,"52",2011-09-11,2010-03-28,2011-03-27
3,5,8,11,13,"11","2011W38","2011W34","2011W38",0,"4",2011-09-18,2011-08-21,2011-09-18
3,5,8,11,13,"11","2011W38","2011W30","2011W38",0,"8",2011-09-18,2011-07-24,2011-09-18
2,2,2,8,12,"11","2011W38","2011W12","2011W38",0,"26",2011-09-18,2011-03-20,2011-09-18
1,1,2,5,12,"11","2011W38","2010W38","2011W38",0,"52",2011-09-18,2010-09-19,2011-09-18
NA,NA,NA,NA,NA,"11","2011W39","2011W11","2011W15",12,"4",2011-09-25,2011-03-13,2011-04-10
0,0,0,0,0,"11","2011W39","2011W07","2011W15",12,"8",2011-09-25,2011-02-13,2011-04-10
0,0,0,0,0,"11","2011W39","2010W41","2011W15",12,"26",2011-09-25,2010-10-10,2011-04-10
1,2,5,6,6,"11","2011W39","2010W15","2011W15",12,"52",2011-09-25,2010-04-11,2011-04-10
NA,NA,NA,NA,NA,"11","2011W40","2011W36","2011W40",0,"4",2011-10-02,2011-09-04,2011-10-02
3,5,8,11,13,"11","2011W40","2011W32","2011W40",0,"8",2011-10-02,2011-08-07,2011-10-02
2,2,2,8,12,"11","2011W40","2011W14","2011W40",0,"26",2011-10-02,2011-04-03,2011-10-02
1,1,2,5,12,"11","2011W40","2010W40","2011W40",0,"52",2011-10-02,2010-10-03,2011-10-02
NA,NA,NA,NA,NA,"11","2011W41","2011W13","2011W17",12,"4",2011-10-09,2011-03-27,2011-04-24
NA,NA,NA,NA,NA,"11","2011W41","2011W09","2011W17",12,"8",2011-10-09,2011-02-27,2011-04-24
0,0,0,0,0,"11","2011W41","2010W43","2011W17",12,"26",2011-10-09,2010-10-24,2011-04-24
1,1,2,5,7,"11","2011W41","2010W17","2011W17",12,"52",2011-10-09,2010-04-25,2011-04-24
1,1,1,1,1,"11","2011W42","2011W38","2011W42",0,"4",2011-10-16,2011-09-18,2011-10-16
2,2,2,8,12,"11","2011W42","2011W34","2011W42",0,"8",2011-10-16,2011-08-21,2011-10-16
1,1,2,5,12,"11","2011W42","2011W16","2011W42",0,"26",2011-10-16,2011-04-17,2011-10-16
1,1,1,2,11,"11","2011W42","2010W42","2011W42",0,"52",2011-10-16,2010-10-17,2011-10-16
1,1,1,1,1,"11","2011W43","2011W15","2011W19",12,"4",2011-10-23,2011-04-10,2011-05-08
1,1,1,1,1,"11","2011W43","2011W11","2011W19",12,"8",2011-10-23,2011-03-13,2011-05-08
1,1,1,1,1,"11","2011W43","2010W45","2011W19",12,"26",2011-10-23,2010-11-07,2011-05-08
1,1,2,4,7,"11","2011W43","2010W19","2011W19",12,"52",2011-10-23,2010-05-09,2011-05-08
1,1,1,1,1,"11","2011W44","2011W38","2011W42",1,"4",2011-10-30,2011-09-18,2011-10-16
2,2,2,8,12,"11","2011W44","2011W34","2011W42",1,"8",2011-10-30,2011-08-21,2011-10-16
1,1,2,5,12,"11","2011W44","2011W16","2011W42",1,"26",2011-10-30,2011-04-17,2011-10-16
1,1,1,2,11,"11","2011W44","2010W42","2011W42",1,"52",2011-10-30,2010-10-17,2011-10-16
1,1,1,1,1,"11","2011W45","2011W17","2011W21",12,"4",2011-11-06,2011-04-24,2011-05-22
1,1,1,1,1,"11","2011W45","2011W13","2011W21",12,"8",2011-11-06,2011-03-27,2011-05-22
1,1,1,1,1,"11","2011W45","2010W47","2011W21",12,"26",2011-11-06,2010-11-21,2011-05-22
1,1,1,2,5,"11","2011W45","2010W21","2011W21",12,"52",2011-11-06,2010-05-23,2011-05-22
1,1,1,1,1,"11","2011W46","2011W40","2011W44",1,"4",2011-11-13,2011-10-02,2011-10-30
1,1,1,1,1,"11","2011W46","2011W36","2011W44",1,"8",2011-11-13,2011-09-04,2011-10-30
1,1,2,5,12,"11","2011W46","2011W18","2011W44",1,"26",2011-11-13,2011-05-01,2011-10-30
1,1,1,2,11,"11","2011W46","2010W44","2011W44",1,"52",2011-11-13,2010-10-31,2011-10-30
NA,NA,NA,NA,NA,"11","2011W47","2011W19","2011W23",12,"4",2011-11-20,2011-05-08,2011-06-05
1,1,1,1,1,"11","2011W47","2011W15","2011W23",12,"8",2011-11-20,2011-04-10,2011-06-05
1,1,1,1,1,"11","2011W47","2010W49","2011W23",12,"26",2011-11-20,2010-12-05,2011-06-05
1,1,1,2,2,"11","2011W47","2010W23","2011W23",12,"52",2011-11-20,2010-06-06,2011-06-05
2,2,2,2,2,"11","2011W48","2011W42","2011W46",1,"4",2011-11-27,2011-10-16,2011-11-13
2,2,2,2,2,"11","2011W48","2011W38","2011W46",1,"8",2011-11-27,2011-09-18,2011-11-13
2,2,2,5,12,"11","2011W48","2011W20","2011W46",1,"26",2011-11-27,2011-05-15,2011-11-13
1,1,2,2,11,"11","2011W48","2010W46","2011W46",1,"52",2011-11-27,2010-11-14,2011-11-13
NA,NA,NA,NA,NA,"11","2011W49","2011W21","2011W25",12,"4",2011-12-04,2011-05-22,2011-06-19
1,1,1,1,1,"11","2011W49","2011W17","2011W25",12,"8",2011-12-04,2011-04-24,2011-06-19
1,1,1,1,1,"11","2011W49","2010W51","2011W25",12,"26",2011-12-04,2010-12-19,2011-06-19
1,1,1,2,2,"11","2011W49","2010W25","2011W25",12,"52",2011-12-04,2010-06-20,2011-06-19
2,2,2,2,2,"11","2011W50","2011W44","2011W48",1,"4",2011-12-11,2011-10-30,2011-11-27
2,2,2,2,2,"11","2011W50","2011W40","2011W48",1,"8",2011-12-11,2011-10-02,2011-11-27
2,2,2,5,12,"11","2011W50","2011W22","2011W48",1,"26",2011-12-11,2011-05-29,2011-11-27
1,1,2,2,11,"11","2011W50","2010W48","2011W48",1,"52",2011-12-11,2010-11-28,2011-11-27
NA,NA,NA,NA,NA,"11","2011W51","2011W23","2011W27",12,"4",2011-12-18,2011-06-05,2011-07-03
NA,NA,NA,NA,NA,"11","2011W51","2011W19","2011W27",12,"8",2011-12-18,2011-05-08,2011-07-03
1,1,1,1,1,"11","2011W51","2011W01","2011W27",12,"26",2011-12-18,2011-01-02,2011-07-03
1,1,1,2,2,"11","2011W51","2010W27","2011W27",12,"52",2011-12-18,2010-07-04,2011-07-03
NA,NA,NA,NA,NA,"11","2011W52","2011W46","2011W50",1,"4",2011-12-25,2011-11-13,2011-12-11
2,2,2,2,2,"11","2011W52","2011W42","2011W50",1,"8",2011-12-25,2011-10-16,2011-12-11
2,2,2,5,12,"11","2011W52","2011W24","2011W50",1,"26",2011-12-25,2011-06-12,2011-12-11
1,1,2,2,11,"11","2011W52","2010W50","2011W50",1,"52",2011-12-25,2010-12-12,2011-12-11
NA,NA,NA,NA,NA,"11","2012W01","2011W25","2011W29",12,"4",2012-01-01,2011-06-19,2011-07-17
NA,NA,NA,NA,NA,"11","2012W01","2011W21","2011W29",12,"8",2012-01-01,2011-05-22,2011-07-17
1,1,1,1,1,"11","2012W01","2011W03","2011W29",12,"26",2012-01-01,2011-01-16,2011-07-17
1,1,1,2,2,"11","2012W01","2010W29","2011W29",12,"52",2012-01-01,2010-07-18,2011-07-17
NA,NA,NA,NA,NA,"11","2012W02","2011W48","2011W52",1,"4",2012-01-08,2011-11-27,2011-12-25
2,2,2,2,2,"11","2012W02","2011W44","2011W52",1,"8",2012-01-08,2011-10-30,2011-12-25
2,2,2,5,12,"11","2012W02","2011W26","2011W52",1,"26",2012-01-08,2011-06-26,2011-12-25
1,1,2,2,11,"11","2012W02","2010W52","2011W52",1,"52",2012-01-08,2010-12-26,2011-12-25
NA,NA,NA,NA,NA,"11","2012W03","2011W27","2011W31",12,"4",2012-01-15,2011-07-03,2011-07-31
NA,NA,NA,NA,NA,"11","2012W03","2011W23","2011W31",12,"8",2012-01-15,2011-06-05,2011-07-31
1,1,1,1,1,"11","2012W03","2011W05","2011W31",12,"26",2012-01-15,2011-01-30,2011-07-31
1,1,1,2,2,"11","2012W03","2010W31","2011W31",12,"52",2012-01-15,2010-08-01,2011-07-31
NA,NA,NA,NA,NA,"11","2012W04","2011W50","2012W02",1,"4",2012-01-22,2011-12-11,2012-01-08
NA,NA,NA,NA,NA,"11","2012W04","2011W46","2012W02",1,"8",2012-01-22,2011-11-13,2012-01-08
2,2,2,5,12,"11","2012W04","2011W28","2012W02",1,"26",2012-01-22,2011-07-10,2012-01-08
1,1,2,2,11,"11","2012W04","2011W02","2012W02",1,"52",2012-01-22,2011-01-09,2012-01-08
NA,NA,NA,NA,NA,"11","2012W05","2011W29","2011W33",12,"4",2012-01-29,2011-07-17,2011-08-14
NA,NA,NA,NA,NA,"11","2012W05","2011W25","2011W33",12,"8",2012-01-29,2011-06-19,2011-08-14
1,1,1,1,1,"11","2012W05","2011W07","2011W33",12,"26",2012-01-29,2011-02-13,2011-08-14
1,1,1,1,1,"11","2012W05","2010W33","2011W33",12,"52",2012-01-29,2010-08-15,2011-08-14
NA,NA,NA,NA,NA,"11","2012W06","2011W52","2012W04",1,"4",2012-02-05,2011-12-25,2012-01-22
NA,NA,NA,NA,NA,"11","2012W06","2011W48","2012W04",1,"8",2012-02-05,2011-11-27,2012-01-22
2,2,2,5,12,"11","2012W06","2011W30","2012W04",1,"26",2012-02-05,2011-07-24,2012-01-22
1,1,2,2,11,"11","2012W06","2011W04","2012W04",1,"52",2012-02-05,2011-01-23,2012-01-22
3,5,8,11,13,"11","2012W07","2011W31","2011W35",12,"4",2012-02-12,2011-07-31,2011-08-28
3,5,8,11,13,"11","2012W07","2011W27","2011W35",12,"8",2012-02-12,2011-07-03,2011-08-28
2,2,2,8,12,"11","2012W07","2011W09","2011W35",12,"26",2012-02-12,2011-02-27,2011-08-28
1,1,2,5,12,"11","2012W07","2010W35","2011W35",12,"52",2012-02-12,2010-08-29,2011-08-28
3,5,8,11,13,"11","2012W08","2011W32","2011W36",12,"4",2012-02-19,2011-08-07,2011-09-04
3,5,8,11,13,"11","2012W08","2011W28","2011W36",12,"8",2012-02-19,2011-07-10,2011-09-04
2,2,2,8,12,"11","2012W08","2011W10","2011W36",12,"26",2012-02-19,2011-03-06,2011-09-04
1,1,2,5,12,"11","2012W08","2010W36","2011W36",12,"52",2012-02-19,2010-09-05,2011-09-04
3,5,8,11,13,"11","2012W09","2011W33","2011W37",12,"4",2012-02-26,2011-08-14,2011-09-11
3,5,8,11,13,"11","2012W09","2011W29","2011W37",12,"8",2012-02-26,2011-07-17,2011-09-11
2,2,2,8,12,"11","2012W09","2011W11","2011W37",12,"26",2012-02-26,2011-03-13,2011-09-11
1,1,2,5,12,"11","2012W09","2010W37","2011W37",12,"52",2012-02-26,2010-09-12,2011-09-11
3,5,8,11,13,"11","2012W10","2011W34","2011W38",12,"4",2012-03-04,2011-08-21,2011-09-18
3,5,8,11,13,"11","2012W10","2011W30","2011W38",12,"8",2012-03-04,2011-07-24,2011-09-18
2,2,2,8,12,"11","2012W10","2011W12","2011W38",12,"26",2012-03-04,2011-03-20,2011-09-18
1,1,2,5,12,"11","2012W10","2010W38","2011W38",12,"52",2012-03-04,2010-09-19,2011-09-18
2,2,2,2,2,"11","2012W11","2011W35","2011W39",12,"4",2012-03-11,2011-08-28,2011-09-25
3,5,8,11,13,"11","2012W11","2011W31","2011W39",12,"8",2012-03-11,2011-07-31,2011-09-25
2,2,2,8,12,"11","2012W11","2011W13","2011W39",12,"26",2012-03-11,2011-03-27,2011-09-25
1,1,2,5,12,"11","2012W11","2010W39","2011W39",12,"52",2012-03-11,2010-09-26,2011-09-25
NA,NA,NA,NA,NA,"11","2012W12","2011W36","2011W40",12,"4",2012-03-18,2011-09-04,2011-10-02
3,5,8,11,13,"11","2012W12","2011W32","2011W40",12,"8",2012-03-18,2011-08-07,2011-10-02
2,2,2,8,12,"11","2012W12","2011W14","2011W40",12,"26",2012-03-18,2011-04-03,2011-10-02
1,1,2,5,12,"11","2012W12","2010W40","2011W40",12,"52",2012-03-18,2010-10-03,2011-10-02
1,1,1,1,1,"11","2012W13","2011W37","2011W41",12,"4",2012-03-25,2011-09-11,2011-10-09
2,2,2,8,12,"11","2012W13","2011W33","2011W41",12,"8",2012-03-25,2011-08-14,2011-10-09
1,1,2,5,12,"11","2012W13","2011W15","2011W41",12,"26",2012-03-25,2011-04-10,2011-10-09
1,1,1,2,11,"11","2012W13","2010W41","2011W41",12,"52",2012-03-25,2010-10-10,2011-10-09
1,1,1,1,1,"11","2012W14","2011W38","2011W42",12,"4",2012-04-01,2011-09-18,2011-10-16
2,2,2,8,12,"11","2012W14","2011W34","2011W42",12,"8",2012-04-01,2011-08-21,2011-10-16
1,1,2,5,12,"11","2012W14","2011W16","2011W42",12,"26",2012-04-01,2011-04-17,2011-10-16
1,1,1,2,11,"11","2012W14","2010W42","2011W42",12,"52",2012-04-01,2010-10-17,2011-10-16
1,1,1,1,1,"11","2012W15","2011W39","2011W43",12,"4",2012-04-08,2011-09-25,2011-10-23
2,2,2,2,2,"11","2012W15","2011W35","2011W43",12,"8",2012-04-08,2011-08-28,2011-10-23
1,1,2,5,12,"11","2012W15","2011W17","2011W43",12,"26",2012-04-08,2011-04-24,2011-10-23
1,1,1,2,11,"11","2012W15","2010W43","2011W43",12,"52",2012-04-08,2010-10-24,2011-10-23
1,1,1,1,1,"11","2012W16","2011W40","2011W44",12,"4",2012-04-15,2011-10-02,2011-10-30
1,1,1,1,1,"11","2012W16","2011W36","2011W44",12,"8",2012-04-15,2011-09-04,2011-10-30
1,1,2,5,12,"11","2012W16","2011W18","2011W44",12,"26",2012-04-15,2011-05-01,2011-10-30
1,1,1,2,11,"11","2012W16","2010W44","2011W44",12,"52",2012-04-15,2010-10-31,2011-10-30
2,2,2,2,2,"11","2012W17","2011W41","2011W45",12,"4",2012-04-22,2011-10-09,2011-11-06
2,2,2,2,2,"11","2012W17","2011W37","2011W45",12,"8",2012-04-22,2011-09-11,2011-11-06
2,2,2,5,12,"11","2012W17","2011W19","2011W45",12,"26",2012-04-22,2011-05-08,2011-11-06
1,1,2,2,11,"11","2012W17","2010W45","2011W45",12,"52",2012-04-22,2010-11-07,2011-11-06
2,2,2,2,2,"11","2012W18","2011W42","2011W46",12,"4",2012-04-29,2011-10-16,2011-11-13
2,2,2,2,2,"11","2012W18","2011W38","2011W46",12,"8",2012-04-29,2011-09-18,2011-11-13
2,2,2,5,12,"11","2012W18","2011W20","2011W46",12,"26",2012-04-29,2011-05-15,2011-11-13
1,1,2,2,11,"11","2012W18","2010W46","2011W46",12,"52",2012-04-29,2010-11-14,2011-11-13
2,2,2,2,2,"11","2012W19","2011W43","2011W47",12,"4",2012-05-06,2011-10-23,2011-11-20
2,2,2,2,2,"11","2012W19","2011W39","2011W47",12,"8",2012-05-06,2011-09-25,2011-11-20
2,2,2,5,12,"11","2012W19","2011W21","2011W47",12,"26",2012-05-06,2011-05-22,2011-11-20
1,1,2,2,11,"11","2012W19","2010W47","2011W47",12,"52",2012-05-06,2010-11-21,2011-11-20
2,2,2,2,2,"11","2012W20","2011W44","2011W48",12,"4",2012-05-13,2011-10-30,2011-11-27
2,2,2,2,2,"11","2012W20","2011W40","2011W48",12,"8",2012-05-13,2011-10-02,2011-11-27
2,2,2,5,12,"11","2012W20","2011W22","2011W48",12,"26",2012-05-13,2011-05-29,2011-11-27
1,1,2,2,11,"11","2012W20","2010W48","2011W48",12,"52",2012-05-13,2010-11-28,2011-11-27
2,2,2,2,2,"11","2012W21","2011W45","2011W49",12,"4",2012-05-20,2011-11-06,2011-12-04
2,2,2,2,2,"11","2012W21","2011W41","2011W49",12,"8",2012-05-20,2011-10-09,2011-12-04
2,2,2,5,12,"11","2012W21","2011W23","2011W49",12,"26",2012-05-20,2011-06-05,2011-12-04
1,1,2,2,11,"11","2012W21","2010W49","2011W49",12,"52",2012-05-20,2010-12-05,2011-12-04
NA,NA,NA,NA,NA,"11","2012W22","2011W46","2011W50",12,"4",2012-05-27,2011-11-13,2011-12-11
2,2,2,2,2,"11","2012W22","2011W42","2011W50",12,"8",2012-05-27,2011-10-16,2011-12-11
2,2,2,5,12,"11","2012W22","2011W24","2011W50",12,"26",2012-05-27,2011-06-12,2011-12-11
1,1,2,2,11,"11","2012W22","2010W50","2011W50",12,"52",2012-05-27,2010-12-12,2011-12-11
NA,NA,NA,NA,NA,"11","2012W23","2011W47","2011W51",12,"4",2012-06-03,2011-11-20,2011-12-18
2,2,2,2,2,"11","2012W23","2011W43","2011W51",12,"8",2012-06-03,2011-10-23,2011-12-18
2,2,2,5,12,"11","2012W23","2011W25","2011W51",12,"26",2012-06-03,2011-06-19,2011-12-18
1,1,2,2,11,"11","2012W23","2010W51","2011W51",12,"52",2012-06-03,2010-12-19,2011-12-18
NA,NA,NA,NA,NA,"11","2012W24","2011W48","2011W52",12,"4",2012-06-10,2011-11-27,2011-12-25
2,2,2,2,2,"11","2012W24","2011W44","2011W52",12,"8",2012-06-10,2011-10-30,2011-12-25
2,2,2,5,12,"11","2012W24","2011W26","2011W52",12,"26",2012-06-10,2011-06-26,2011-12-25
1,1,2,2,11,"11","2012W24","2010W52","2011W52",12,"52",2012-06-10,2010-12-26,2011-12-25
NA,NA,NA,NA,NA,"11","2012W25","2011W49","2012W01",12,"4",2012-06-17,2011-12-04,2012-01-01
2,2,2,2,2,"11","2012W25","2011W45","2012W01",12,"8",2012-06-17,2011-11-06,2012-01-01
2,2,2,5,12,"11","2012W25","2011W27","2012W01",12,"26",2012-06-17,2011-07-03,2012-01-01
1,1,2,2,11,"11","2012W25","2011W01","2012W01",12,"52",2012-06-17,2011-01-02,2012-01-01
NA,NA,NA,NA,NA,"11","2012W26","2011W50","2012W02",12,"4",2012-06-24,2011-12-11,2012-01-08
NA,NA,NA,NA,NA,"11","2012W26","2011W46","2012W02",12,"8",2012-06-24,2011-11-13,2012-01-08
2,2,2,5,12,"11","2012W26","2011W28","2012W02",12,"26",2012-06-24,2011-07-10,2012-01-08
1,1,2,2,11,"11","2012W26","2011W02","2012W02",12,"52",2012-06-24,2011-01-09,2012-01-08
NA,NA,NA,NA,NA,"11","2012W27","2011W51","2012W03",12,"4",2012-07-01,2011-12-18,2012-01-15
NA,NA,NA,NA,NA,"11","2012W27","2011W47","2012W03",12,"8",2012-07-01,2011-11-20,2012-01-15
2,2,2,5,12,"11","2012W27","2011W29","2012W03",12,"26",2012-07-01,2011-07-17,2012-01-15
1,1,2,2,11,"11","2012W27","2011W03","2012W03",12,"52",2012-07-01,2011-01-16,2012-01-15
NA,NA,NA,NA,NA,"11","2012W28","2011W52","2012W04",12,"4",2012-07-08,2011-12-25,2012-01-22
NA,NA,NA,NA,NA,"11","2012W28","2011W48","2012W04",12,"8",2012-07-08,2011-11-27,2012-01-22
2,2,2,5,12,"11","2012W28","2011W30","2012W04",12,"26",2012-07-08,2011-07-24,2012-01-22
1,1,2,2,11,"11","2012W28","2011W04","2012W04",12,"52",2012-07-08,2011-01-23,2012-01-22
NA,NA,NA,NA,NA,"11","2012W29","2012W01","2012W05",12,"4",2012-07-15,2012-01-01,2012-01-29
NA,NA,NA,NA,NA,"11","2012W29","2011W49","2012W05",12,"8",2012-07-15,2011-12-04,2012-01-29
2,2,2,5,12,"11","2012W29","2011W31","2012W05",12,"26",2012-07-15,2011-07-31,2012-01-29
1,1,2,2,11,"11","2012W29","2011W05","2012W05",12,"52",2012-07-15,2011-01-30,2012-01-29
NA,NA,NA,NA,NA,"11","2012W30","2012W02","2012W06",12,"4",2012-07-22,2012-01-08,2012-02-05
